,created_at,location,name,s_o
414,2020-04-09 02:11:33,,dish,0
415,2020-04-09 02:11:33,,dish,0
416,2020-04-09 02:11:33,Ex British EU Citizen,connie sullivan,1
417,2020-04-09 02:11:33,Ex British EU Citizen,connie sullivan,1
418,2020-04-09 02:11:33,Ex British EU Citizen,connie sullivan,1
419,2020-04-09 02:11:33,California,valcady,1
420,2020-04-09 02:11:33,,baby girl 💖,0
421,2020-04-09 02:11:33,,sunni,1
422,2020-04-09 02:11:33,,sunni,0
423,2020-04-09 02:11:33,,sunni,0
424,2020-04-09 02:11:33,,sunni,1
425,2020-04-09 02:11:33,"ÜT: 30.226107,-98.679588",Carmen A. Medina,1
426,2020-04-09 02:11:33,"ÜT: 30.226107,-98.679588",Carmen A. Medina,1
427,2020-04-09 02:11:33,,CMWORKS,0
428,2020-04-09 02:11:33,,CMWORKS,1
429,2020-04-09 02:11:33,"Ranchi, India",Abhishek Kumar Singh,1
430,2020-04-09 02:11:33,"Ranchi, India",Abhishek Kumar Singh,0
431,2020-04-09 02:11:33,"Ranchi, India",Abhishek Kumar Singh,0
432,2020-04-09 02:11:33,"Ranchi, India",Abhishek Kumar Singh,1
433,2020-04-09 02:11:33,"Cherry Hill, NJ",Nicole String,1
434,2020-04-09 02:11:33,"Cherry Hill, NJ",Nicole String,1
435,2020-04-09 02:11:33,"Cherry Hill, NJ",Nicole String,1
436,2020-04-09 02:11:33,Mumbai,Rameshwar Patil,0
437,2020-04-09 02:11:33,Mumbai,Rameshwar Patil,1
438,2020-04-09 02:11:33,Ontario,Pipesarg,0
439,2020-04-09 02:11:33,Ontario,Pipesarg,1
440,2020-04-09 02:11:33,Ontario,Pipesarg,1
441,2020-04-09 02:11:33,"Baltimore, MD",Kelly OT,1
442,2020-04-09 02:11:33,"Baltimore, MD",Kelly OT,1
443,2020-04-09 02:11:33,"Baltimore, MD",Kelly OT,0
444,2020-04-09 02:11:33,"Asheville, NC",⚖️ miranda writes ⚖️,0
445,2020-04-09 02:11:33,Singapore,Lasitha,0
446,2020-04-09 02:11:33,"Bergen County, NJ",Jon Gross,1
447,2020-04-09 02:11:33,ARGENTINA,Pris bosteritaaa,0
448,2020-04-09 02:11:33,ARGENTINA,Pris bosteritaaa,1
449,2020-04-09 02:11:33,ARGENTINA,Pris bosteritaaa,1
450,2020-04-09 02:11:33,ARGENTINA,Pris bosteritaaa,1
451,2020-04-09 02:11:33,𝑼𝒓𝒂𝒘𝒂 𝑹𝒆𝒑𝒓𝒆𝒔𝒆𝒏𝒕！,𝑇𝑜𝑚𝑜ℎ𝑖𝑘𝑜 🌤️,0
452,2020-04-09 02:11:32,"Colorado, USA",Krissy,0
453,2020-04-09 02:11:32,"Walker, MI",𝕔𝕒𝕞 𝕖𝕝𝕕𝕖𝕣,0
454,2020-04-09 02:11:32,"Walker, MI",𝕔𝕒𝕞 𝕖𝕝𝕕𝕖𝕣,1
455,2020-04-09 02:11:32,"Walker, MI",𝕔𝕒𝕞 𝕖𝕝𝕕𝕖𝕣,1
456,2020-04-09 02:11:32,京都府 京都市,🚲デ・モシーカ Dr.🚲,1
457,2020-04-09 02:11:32,,Toniann,1
458,2020-04-09 02:11:32,,Toniann,1
459,2020-04-09 02:11:32,,Toniann,0
460,2020-04-09 02:11:32,,la D'Agruma,1
461,2020-04-09 02:11:32,,la D'Agruma,1
462,2020-04-09 02:11:32,,la D'Agruma,1
463,2020-04-09 02:11:32,,la D'Agruma,1
464,2020-04-09 02:11:32,,la D'Agruma,1
465,2020-04-09 02:11:32,,Suzie Wong 🐺🦊🐾🍁🎨📸🌊,0
466,2020-04-09 02:11:32,,Spygate,0
467,2020-04-09 02:11:32,,Spygate,1
468,2020-04-09 02:11:32,,Spygate,1
469,2020-04-09 02:11:32,,Spygate,0
470,2020-04-09 02:11:32,"Brockton, MA",Steve Kelley,0
471,2020-04-09 02:11:32,"Tanah Merah, Kelantan",Pusat Maklumat Rakyat Tanah Merah,0
472,2020-04-09 02:11:32,,Anju Chopra Sharma 🇮🇳🇮🇳,0
473,2020-04-09 02:11:32,,Anju Chopra Sharma 🇮🇳🇮🇳,1
474,2020-04-09 02:11:32,USA,broken branch,0
475,2020-04-09 02:11:32,,N♉️LLY,1
476,2020-04-09 02:11:32,,N♉️LLY,1
477,2020-04-09 02:11:32,,Burkeville Beauty 🍹🍸🥃🍷🥂,0
478,2020-04-09 02:11:32,,Burkeville Beauty 🍹🍸🥃🍷🥂,0
479,2020-04-09 02:11:32,,Burkeville Beauty 🍹🍸🥃🍷🥂,1
480,2020-04-09 02:11:32,"Kentucky, USA",Sue Marshal,1
481,2020-04-09 02:11:32,"Kentucky, USA",Sue Marshal,0
482,2020-04-09 02:11:32,"Kentucky, USA",Sue Marshal,1
483,2020-04-09 02:11:32,,Siva sri,0
484,2020-04-09 02:11:32,,Siva sri,0
485,2020-04-09 02:11:32,"Hyderabad, India",sris1978,1
486,2020-04-09 02:11:32,USA,broken branch,1
487,2020-04-09 02:11:32,USA,broken branch,1
488,2020-04-09 02:11:32,USA,broken branch,1
489,2020-04-09 02:11:32,USA,broken branch,1
490,2020-04-09 02:11:32,"Lubbock, TX","Deplorable, Cult-45, Fed-up Karen",1
491,2020-04-09 02:11:32,"Lubbock, TX","Deplorable, Cult-45, Fed-up Karen",0
492,2020-04-09 02:11:32,Instagram@grantlangston8,Grant Langston,0
493,2020-04-09 02:11:32,Instagram@grantlangston8,Grant Langston,1
494,2020-04-09 02:11:32,,Mafelefele,0
495,2020-04-09 02:11:32,"Georgia, USA",Max,1
496,2020-04-09 02:11:32,"Georgia, USA",Max,1
497,2020-04-09 02:11:32,"Georgia, USA",Max,1
498,2020-04-09 02:11:32,"Georgia, USA",Max,1
499,2020-04-09 02:11:32,"Georgia, USA",Max,1
500,2020-04-09 02:11:32,ИУC̤̈,ᎠƎℓƒᎥИ   ᗩℓᗰ⚙И✞Ǝ,1
501,2020-04-09 02:11:32,Georgia,I Think,1
502,2020-04-09 02:11:31,Gurgaon ,Digvijay Singh,0
503,2020-04-09 02:11:31,"Los Angeles, California",Michael Namikas,1
504,2020-04-09 02:11:31,"Los Angeles, California",Michael Namikas,0
505,2020-04-09 02:11:31,"Seattle, WA",social justice cleric bard @ WFHell,1
506,2020-04-09 02:11:31,"New Orleans, LA",Mi~,0
507,2020-04-09 02:11:31,"Dar es Salaam, Tanzania",Masiko 🇹🇿,1
508,2020-04-09 02:11:31,"Dar es Salaam, Tanzania",Masiko 🇹🇿,1
509,2020-04-09 02:11:31,"Dar es Salaam, Tanzania",Masiko 🇹🇿,1
510,2020-04-09 02:11:31,"Dar es Salaam, Tanzania",Masiko 🇹🇿,0
511,2020-04-09 02:11:31,"Dar es Salaam, Tanzania",Masiko 🇹🇿,1
512,2020-04-09 02:11:31,"Dar es Salaam, Tanzania",Masiko 🇹🇿,1
513,2020-04-09 02:11:31,"Manhattan, NY",Thank you for voting BLUE!,0
514,2020-04-09 02:11:31,TCU,Bobby Montes,0
515,2020-04-09 02:11:31,TCU,Bobby Montes,1
516,2020-04-09 02:11:31,TCU,Bobby Montes,1
517,2020-04-09 02:11:31,"Florida, USA",Guy Craig,0
518,2020-04-09 02:11:31,,majo pichards,0
519,2020-04-09 02:11:31,,majo pichards,1
520,2020-04-09 02:11:31,"Sheffield,UK",John Burdett,1
521,2020-04-09 02:11:31,"Sheffield,UK",John Burdett,1
522,2020-04-09 02:11:31,MBA Tulane U-Independent voter,CeCe ✝️🇺🇸,1
523,2020-04-09 02:11:31,MBA Tulane U-Independent voter,CeCe ✝️🇺🇸,0
524,2020-04-09 02:11:31,,Pádraig Ó hÉilidhe #Palestine #FreeKashmir🎗️🇧🇴,1
525,2020-04-09 02:11:31,,Pádraig Ó hÉilidhe #Palestine #FreeKashmir🎗️🇧🇴,0
526,2020-04-09 02:11:31,United States,michael laughlin,0
527,2020-04-09 02:11:31,Calgary,Scott Deederly,0
528,2020-04-09 02:11:31,"Tokyo, Japan","NOZAWA, Satoshi",0
529,2020-04-09 02:11:31,,Jennifer Westlake,0
530,2020-04-09 02:11:31,,Ms. JRG,1
531,2020-04-09 02:11:31,World Wide,The Dawg,0
532,2020-04-09 02:11:31,World Wide,The Dawg,1
533,2020-04-09 02:11:31,NY/WA/CA/NC*Roots*,D*Rich NYCseattle,0
534,2020-04-09 02:11:31,NY/WA/CA/NC*Roots*,D*Rich NYCseattle,1
535,2020-04-09 02:11:31,NY/WA/CA/NC*Roots*,D*Rich NYCseattle,1
536,2020-04-09 02:11:31,NY/WA/CA/NC*Roots*,D*Rich NYCseattle,1
537,2020-04-09 02:11:31,NY/WA/CA/NC*Roots*,D*Rich NYCseattle,1
538,2020-04-09 02:11:31,Tebet,Rahmat Lazuardi,1
539,2020-04-09 02:11:31,"Tennessee, USA",Billy Risner the sun will rise again#Trump 2020,1
540,2020-04-09 02:11:30,"Fairfield, CT",AlexisHarrison 🌅,1
541,2020-04-09 02:11:30,"Fairfield, CT",AlexisHarrison 🌅,1
542,2020-04-09 02:11:30,#BLR #COK ,Sushil Menon 🇮🇳,1
543,2020-04-09 02:11:30,#BLR #COK ,Sushil Menon 🇮🇳,0
544,2020-04-09 02:11:30,#BLR #COK ,Sushil Menon 🇮🇳,1
545,2020-04-09 02:11:30,CannotBeReach,Mʜᴇʟ Lᴏᴘᴇᴢ ₛₑₙₜᵢₑ₂₀₁₆,1
546,2020-04-09 02:11:30,CannotBeReach,Mʜᴇʟ Lᴏᴘᴇᴢ ₛₑₙₜᵢₑ₂₀₁₆,0
547,2020-04-09 02:11:30,CannotBeReach,Mʜᴇʟ Lᴏᴘᴇᴢ ₛₑₙₜᵢₑ₂₀₁₆,1
548,2020-04-09 02:11:30,CannotBeReach,Mʜᴇʟ Lᴏᴘᴇᴢ ₛₑₙₜᵢₑ₂₀₁₆,1
549,2020-04-09 02:11:30,"Washington, DC",☣️ Michael Ç̸̠͎͉̹̼̠͔̗̓̐̐̓̓̀͝͝. Bazaco ☣️,0
550,2020-04-09 02:11:30,"Washington, DC",☣️ Michael Ç̸̠͎͉̹̼̠͔̗̓̐̐̓̓̀͝͝. Bazaco ☣️,1
551,2020-04-09 02:11:30,"Washington, DC",☣️ Michael Ç̸̠͎͉̹̼̠͔̗̓̐̐̓̓̀͝͝. Bazaco ☣️,1
552,2020-04-09 02:11:30,"Assam, India",🇮🇳 Engineer Pradeep Kumar Gupta,1
553,2020-04-09 02:11:30,"Assam, India",🇮🇳 Engineer Pradeep Kumar Gupta,1
554,2020-04-09 02:11:30,"Assam, India",🇮🇳 Engineer Pradeep Kumar Gupta,1
555,2020-04-09 02:11:30,"Odessa,Tx. ",Grace,1
556,2020-04-09 02:11:30,"Nashville, TN",Denise Loveland Bowe,1
557,2020-04-09 02:11:30,"Nashville, TN",Denise Loveland Bowe,0
558,2020-04-09 02:11:30,"Nashville, TN",Denise Loveland Bowe,1
559,2020-04-09 02:11:30,"Nashville, TN",Denise Loveland Bowe,1
560,2020-04-09 02:11:30,"مكة المكرمة, المملكة العربية السعودية",MBS🇸🇦أبوصالح🇸🇦,0
561,2020-04-09 02:11:30,,Fatin Sorfina,1
562,2020-04-09 02:11:30,,Fatin Sorfina,1
563,2020-04-09 02:11:30,,Fatin Sorfina,1
564,2020-04-09 02:11:30,,Fatin Sorfina,1
565,2020-04-09 02:11:30,"Mumbai, India",MD NOOR ISLAM,0
566,2020-04-09 02:11:30,"Mumbai, India",Shubham Dubey,0
567,2020-04-09 02:11:30,"Mumbai, India",Shubham Dubey,1
568,2020-04-09 02:11:30,"Mumbai, India",Shubham Dubey,1
569,2020-04-09 02:11:30,Bangkok,BangkokDi,1
570,2020-04-09 02:11:30,Bangkok,BangkokDi,1
571,2020-04-09 02:11:30,"Dallas, TX",Billy Keen,1
572,2020-04-09 02:11:30,"Dallas, TX",Billy Keen,1
573,2020-04-09 02:11:30,"Dallas, TX",Billy Keen,1
574,2020-04-09 02:11:30,"Ottawa, Ontario",Michael Barton,0
575,2020-04-09 02:11:30,"Alabama, USA",WarEagle29,1
576,2020-04-09 02:11:30,,👑𝔅𝔩𝔬𝔫𝔡𝔦𝔢👑,1
577,2020-04-09 02:11:30,,👑𝔅𝔩𝔬𝔫𝔡𝔦𝔢👑,1
578,2020-04-09 02:11:30,,🌹Replace ‘Bernie Bro’ with ‘working poor’🌹,1
579,2020-04-09 02:11:30,,🌹Replace ‘Bernie Bro’ with ‘working poor’🌹,1
580,2020-04-09 02:11:30,,🌹Replace ‘Bernie Bro’ with ‘working poor’🌹,1
581,2020-04-09 02:11:30,,🌹Replace ‘Bernie Bro’ with ‘working poor’🌹,1
582,2020-04-09 02:11:30,,🌹Replace ‘Bernie Bro’ with ‘working poor’🌹,1
583,2020-04-09 02:11:30,,🌹Replace ‘Bernie Bro’ with ‘working poor’🌹,1
584,2020-04-09 02:11:30,,🌹Replace ‘Bernie Bro’ with ‘working poor’🌹,1
585,2020-04-09 02:11:30,,Holly,0
586,2020-04-09 02:11:30,Tweets are my own,Jody Houser is Staying at Home ✒️🗯️🎲,0
587,2020-04-09 02:11:30,Bharat,राजेश कुमार,1
588,2020-04-09 02:11:30,,Lyell  Banman,0
589,2020-04-09 02:11:30,"Manhattan, NY",Briahna Joy Gray,0
590,2020-04-09 02:11:30,"Manhattan, NY",Briahna Joy Gray,0
591,2020-04-09 02:11:30,"Manhattan, NY",Briahna Joy Gray,1
592,2020-04-09 02:11:30,"Manhattan, NY",Briahna Joy Gray,1
593,2020-04-09 02:11:30,"Iowa, USA",jami,0
594,2020-04-09 02:11:30,"Iowa, USA",jami,0
595,2020-04-09 02:11:30,"Allahabad, India",KULDEEP KUMAR MISHRA,1
596,2020-04-09 02:11:30,"Allahabad, India",KULDEEP KUMAR MISHRA,1
597,2020-04-09 02:11:30,"Allahabad, India",KULDEEP KUMAR MISHRA,0
598,2020-04-09 02:11:30,Right cher,Josey Whales,1
599,2020-04-09 02:11:30,,Toni Tyson,1
600,2020-04-09 02:11:30,,Toni Tyson,1
601,2020-04-09 02:11:30,,Toni Tyson,1
602,2020-04-09 02:11:30,"Washington, D.C. & TEXAS!",OrgConservAmericans,1
603,2020-04-09 02:11:30,"Washington, D.C. & TEXAS!",OrgConservAmericans,1
604,2020-04-09 02:11:30,,christine hayes,0
605,2020-04-09 02:11:29,"Cross River State, Nigeria",Godswill,1
606,2020-04-09 02:11:29,"Cross River State, Nigeria",Godswill,1
607,2020-04-09 02:11:29,"Cross River State, Nigeria",Godswill,1
608,2020-04-09 02:11:29,Hong Kong,Free DIYer,0
609,2020-04-09 02:11:29,Hong Kong,Free DIYer,1
610,2020-04-09 02:11:29,Hong Kong,Free DIYer,1
611,2020-04-09 02:11:29,"Memphis, TN",Senator Raumesh Akbari,1
612,2020-04-09 02:11:29,"Memphis, TN",Senator Raumesh Akbari,1
613,2020-04-09 02:11:29,"Houston, TX",Paul Hunter,0
614,2020-04-09 02:11:29,"Houston, TX",Paul Hunter,1
615,2020-04-09 02:11:29,"Houston, TX",Paul Hunter,1
616,2020-04-09 02:11:29,"Houston, TX",Paul Hunter,1
617,2020-04-09 02:11:29,"Delhi, India",AMIT,0
618,2020-04-09 02:11:29,"Delhi, India",AMIT,1
619,2020-04-09 02:11:29,"Blyth, Northumberland, GB",Jackie Jax Shann BSc Hons 🏳️‍🌈,0
620,2020-04-09 02:11:29,,Barbara Durkin,1
621,2020-04-09 02:11:29,,Barbara Durkin,1
622,2020-04-09 02:11:29,,Barbara Durkin,1
623,2020-04-09 02:11:29,,Barbara Durkin,1
624,2020-04-09 02:11:29,,Barbara Durkin,1
625,2020-04-09 02:11:29,,Barbara Durkin,1
626,2020-04-09 02:11:29,,Barbara Durkin,1
627,2020-04-09 02:11:29,,Barbara Durkin,1
628,2020-04-09 02:11:29,Varanasi,shakti singh,0
629,2020-04-09 02:11:29,Varanasi,shakti singh,1
630,2020-04-09 02:11:29,,Wanda #GunReformNOW 👏👏🏿👏🏼👏🏾👏🏻 🏳️‍🌈 ❤️,1
631,2020-04-09 02:11:29,"New Jersey, USA",Nancy,0
632,2020-04-09 02:11:29,"Kentucky, USA",Robin Osborne,1
633,2020-04-09 02:11:29,"Kentucky, USA",Robin Osborne,1
634,2020-04-09 02:11:29,"Kentucky, USA",Robin Osborne,1
635,2020-04-09 02:11:29,"Kentucky, USA",Robin Osborne,1
636,2020-04-09 02:11:29,"Kentucky, USA",Robin Osborne,1
637,2020-04-09 02:11:29,Asgardia,NdeT,1
638,2020-04-09 02:11:29,,آصف Asif,0
639,2020-04-09 02:11:29,,cindy,0
640,2020-04-09 02:11:29,,Bill Hearrin,1
641,2020-04-09 02:11:29,"Los Angeles, CA",RobertWinston,1
642,2020-04-09 02:11:29,Tír nAill ,🐉Kate a eu jusqu'à ici avec cette merde 👹,0
643,2020-04-09 02:11:29,"Victoria, Australia",Jeff Miles,1
644,2020-04-09 02:11:29,,MC Wilkins,0
645,2020-04-09 02:11:29,,MC Wilkins,1
646,2020-04-09 02:11:29,,MC Wilkins,1
647,2020-04-09 02:11:29,United States,Eng. Isingizwe,1
648,2020-04-09 02:11:29,United States,Eng. Isingizwe,0
649,2020-04-09 02:11:29,United States,Eng. Isingizwe,1
650,2020-04-09 02:11:29,United States,Eng. Isingizwe,0
651,2020-04-09 02:11:29,United States,Eng. Isingizwe,1
652,2020-04-09 02:11:29,,ɢᴏʀɪʟʟᴀ ɢʀɪᴘ ᴄᴏᴏᴄʜɪᴇ,1
653,2020-04-09 02:11:29,,ɢᴏʀɪʟʟᴀ ɢʀɪᴘ ᴄᴏᴏᴄʜɪᴇ,1
654,2020-04-09 02:11:29,United States,CHICKAPEA,0
655,2020-04-09 02:11:29,"British Columbia, Canada",No legacy is so rich as honesty- W. Shakespeare 🍁,1
656,2020-04-09 02:11:29,"British Columbia, Canada",No legacy is so rich as honesty- W. Shakespeare 🍁,1
657,2020-04-09 02:11:29,"British Columbia, Canada",No legacy is so rich as honesty- W. Shakespeare 🍁,0
658,2020-04-09 02:11:29,UST - Economics,Philip #FreeMassTestingNow,1
659,2020-04-09 02:11:29,UST - Economics,Philip #FreeMassTestingNow,0
660,2020-04-09 02:11:29,UST - Economics,Philip #FreeMassTestingNow,1
661,2020-04-09 02:11:28,vancouver bc,Indo,1
662,2020-04-09 02:11:28,"Northeastern Pennsylvania, USA",America 1st Jinksy,0
663,2020-04-09 02:11:28,,🌊George🐾🐬🦅🐒🐼🐖🦜,1
664,2020-04-09 02:11:28,,🌊George🐾🐬🦅🐒🐼🐖🦜,0
665,2020-04-09 02:11:28,"Little Rock, Ark.",KATV News,0
666,2020-04-09 02:11:28,"Chapel Hill, NC",Marilyn Shugart,0
667,2020-04-09 02:11:28,,fowlkesl,1
668,2020-04-09 02:11:28,,fowlkesl,1
669,2020-04-09 02:11:28,,fowlkesl,1
670,2020-04-09 02:11:28,,Phillip Hemingway,1
671,2020-04-09 02:11:28,,Sean,1
672,2020-04-09 02:11:28,,Sean,1
673,2020-04-09 02:11:28,,Sean,0
674,2020-04-09 02:11:28,,Sean,1
675,2020-04-09 02:11:28,,Sean,1
676,2020-04-09 02:11:28,,Sean,1
677,2020-04-09 02:11:28,,dimwit,0
678,2020-04-09 02:11:28,"Sydney, Australia",Tom Gottlieb,1
679,2020-04-09 02:11:28,"Sydney, Australia",Tom Gottlieb,1
680,2020-04-09 02:11:28,🇵🇭,JACKIE,1
681,2020-04-09 02:11:28,🇵🇭,JACKIE,0
682,2020-04-09 02:11:28,🇵🇭,JACKIE,1
683,2020-04-09 02:11:28,"Cleveland, TN",Meredith champion,0
684,2020-04-09 02:11:28,,Shari 🇨🇦,0
685,2020-04-09 02:11:28,,Shari 🇨🇦,1
686,2020-04-09 02:11:28,,Shari 🇨🇦,1
687,2020-04-09 02:11:28,"Chennai,India",Rajagopalan S.Raman,0
688,2020-04-09 02:11:28,"Kolkata, West Bengal",Ritabrata Dutta,0
689,2020-04-09 02:11:28,,Rice,1
690,2020-04-09 02:11:28,,Aravind,0
691,2020-04-09 02:11:28,,Aravind,0
692,2020-04-09 02:11:28,,Aravind,1
693,2020-04-09 02:11:28,Venezuela,Javier,1
694,2020-04-09 02:11:28,So.Cal,Daniel Guevara..,1
695,2020-04-09 02:11:28,So.Cal,Daniel Guevara..,0
696,2020-04-09 02:11:28,"Brooklyn, NY",STEFBLACKGENX!,1
697,2020-04-09 02:11:28,"Kumasi, Ghana",お兄ちゃん,0
698,2020-04-09 02:11:28,"Kumasi, Ghana",お兄ちゃん,1
699,2020-04-09 02:11:28,"Kumasi, Ghana",お兄ちゃん,1
700,2020-04-09 02:11:28,,bel,0
701,2020-04-09 02:11:28,,bel,0
702,2020-04-09 02:11:28,"Southeast-GA,SC,NC,VA",Kim Brame,0
703,2020-04-09 02:11:28,"San Jose, CA",SV-NED Inc.,0
704,2020-04-09 02:11:27,,tayoncé ✨,0
705,2020-04-09 02:11:27,"San Mateo County, California",(((Liz Ditz))),1
706,2020-04-09 02:11:27,"San Mateo County, California",(((Liz Ditz))),1
707,2020-04-09 02:11:27,"San Mateo County, California",(((Liz Ditz))),1
708,2020-04-09 02:11:27,"San Mateo County, California",(((Liz Ditz))),1
709,2020-04-09 02:11:27,"San Mateo County, California",(((Liz Ditz))),1
710,2020-04-09 02:11:27,,Pinki Sundeep Siddhu,0
711,2020-04-09 02:11:27,,LRN 610 AA,0
712,2020-04-09 02:11:27,,LRN 610 AA,1
713,2020-04-09 02:11:27,,Jakob Larson,0
714,2020-04-09 02:11:27,,Jakob Larson,1
715,2020-04-09 02:11:27,,Jakob Larson,1
716,2020-04-09 02:11:27,"Texas, USA",Currentflow,0
717,2020-04-09 02:11:27,+233,papi chulo,1
718,2020-04-09 02:11:27,+233,papi chulo,1
719,2020-04-09 02:11:27,"San Antonio, TX",Melissa Palomo Ramon 🛹,0
720,2020-04-09 02:11:27,"San Antonio, TX",Melissa Palomo Ramon 🛹,1
721,2020-04-09 02:11:27,"San Antonio, TX",Melissa Palomo Ramon 🛹,1
722,2020-04-09 02:11:27,,Joselete,1
723,2020-04-09 02:11:27,,Joselete,0
724,2020-04-09 02:11:27,,Joselete,1
725,2020-04-09 02:11:27,,Joselete,1
726,2020-04-09 02:11:27,Australia,Ben,1
727,2020-04-09 02:11:27,Australia,Ben,1
728,2020-04-09 02:11:27,Australia,Ben,1
729,2020-04-09 02:11:27,Australia,Ben,0
730,2020-04-09 02:11:27,,CJ 🌊,1
731,2020-04-09 02:11:27,,CJ 🌊,0
732,2020-04-09 02:11:27,,CJ 🌊,0
733,2020-04-09 02:11:27,,CJ 🌊,1
734,2020-04-09 02:11:27,Madison,Naveena10,0
735,2020-04-09 02:11:27,Madison,Naveena10,0
736,2020-04-09 02:11:27,"Tokyo, Japan","NOZAWA, Satoshi",0
737,2020-04-09 02:11:27,Worldwide,Mark Pavelich,1
738,2020-04-09 02:11:27,Worldwide,Mark Pavelich,1
739,2020-04-09 02:11:27,Worldwide,Mark Pavelich,1
740,2020-04-09 02:11:27,Worldwide,Mark Pavelich,0
741,2020-04-09 02:11:27,Worldwide,Mark Pavelich,1
742,2020-04-09 02:11:27,Worldwide,Mark Pavelich,1
743,2020-04-09 02:11:27,"Columbus, OH",DeDe Rhodes,1
744,2020-04-09 02:11:27,"Columbus, OH",DeDe Rhodes,1
745,2020-04-09 02:11:27,"Columbus, OH",DeDe Rhodes,1
746,2020-04-09 02:11:27,"Columbus, OH",DeDe Rhodes,1
747,2020-04-09 02:11:27,"Columbus, OH",DeDe Rhodes,1
748,2020-04-09 02:11:27,Los Ángeles /Southern CA,Erick Mendoza,0
749,2020-04-09 02:11:27,Los Ángeles /Southern CA,Erick Mendoza,1
750,2020-04-09 02:11:27,"Odessa,Tx. ",Grace,1
751,2020-04-09 02:11:27,"Odessa,Tx. ",Grace,1
752,2020-04-09 02:11:27,"Odessa,Tx. ",Grace,1
753,2020-04-09 02:11:27,"Bloomington, Indiana",Fabio Rojas,1
754,2020-04-09 02:11:27,"Bloomington, Indiana",Fabio Rojas,0
755,2020-04-09 02:11:27,"Bloomington, Indiana",Fabio Rojas,1
756,2020-04-09 02:11:27,"Cambridge, ON ",CMH,0
757,2020-04-09 02:11:27,"Rajauri, Jammu And Kashmir",Radha Sudan,0
758,2020-04-09 02:11:26,"Toledo, OH",asher 🌿,0
759,2020-04-09 02:11:26,Arizona ,"Winning, rube, deplorable, dregs 😜 Sandy",0
760,2020-04-09 02:11:26,"Toronto, Canada",Ismail,0
761,2020-04-09 02:11:26,"Toronto, Canada",Ismail,1
762,2020-04-09 02:11:26,"Toronto, Canada",Ismail,0
763,2020-04-09 02:11:26,"Oregon, USA",Martinis 🍸 with Lars Teeney,1
764,2020-04-09 02:11:26,"Oregon, USA",Martinis 🍸 with Lars Teeney,1
765,2020-04-09 02:11:26,"Oregon, USA",Martinis 🍸 with Lars Teeney,1
766,2020-04-09 02:11:26,,bloop,0
767,2020-04-09 02:11:26,United States,2600khz,0
768,2020-04-09 02:11:26,,Alok Singh,0
769,2020-04-09 02:11:26,"Minneapolis, MN",Trevor Keeler,0
770,2020-04-09 02:11:26,"São Paulo, Brasil",Anacláudia Rossbach,0
771,2020-04-09 02:11:26,,Verdad Teller 🛡♦,0
772,2020-04-09 02:11:26,Maharashtra,Imran Khan,0
773,2020-04-09 02:11:26,"Louisiana, USA",Robert Hebert,1
774,2020-04-09 02:11:26,"Cambridge, United Kingdom",Taima Pizey McDonald,0
775,2020-04-09 02:11:26,,本の案内人,0
776,2020-04-09 02:11:26,,本の案内人,1
777,2020-04-09 02:11:26,"Charlotte, NC",Jerrika Swartz,1
778,2020-04-09 02:11:26,,🌹Autistic Social Worker🌹#NotMeUs ♿️,1
779,2020-04-09 02:11:26,,🌹Autistic Social Worker🌹#NotMeUs ♿️,1
780,2020-04-09 02:11:26,,🌹Autistic Social Worker🌹#NotMeUs ♿️,1
781,2020-04-09 02:11:26,,🌹Autistic Social Worker🌹#NotMeUs ♿️,1
782,2020-04-09 02:11:26,,🌹Autistic Social Worker🌹#NotMeUs ♿️,1
783,2020-04-09 02:11:26,,🌹Autistic Social Worker🌹#NotMeUs ♿️,1
784,2020-04-09 02:11:26,,🌹Autistic Social Worker🌹#NotMeUs ♿️,1
785,2020-04-09 02:11:26,R MAGAVille,🐰QcrushMAGARoller🐰,0
786,2020-04-09 02:11:26,Mexico,Códices del pequeño tlahtoani,1
787,2020-04-09 02:11:26,Mexico,Códices del pequeño tlahtoani,0
788,2020-04-09 02:11:26,Mexico,Códices del pequeño tlahtoani,1
789,2020-04-09 02:11:26,Mexico,Códices del pequeño tlahtoani,1
790,2020-04-09 02:11:26,"Houston, TX",Destiny Group H & W,0
791,2020-04-09 02:11:26,"Houston, TX",Destiny Group H & W,1
792,2020-04-09 02:11:25,Australia,Sophie kneebone,0
793,2020-04-09 02:11:25,"Hamilton, ON",Gord Zaroski,1
794,2020-04-09 02:11:25,"Hamilton, ON",Gord Zaroski,0
795,2020-04-09 02:11:25,"Hamilton, ON",Gord Zaroski,1
796,2020-04-09 02:11:25,"Hamilton, ON",Gord Zaroski,1
797,2020-04-09 02:11:25,TX,Cartwright,0
798,2020-04-09 02:11:25,TX,Cartwright,0
799,2020-04-09 02:11:25,TX,Cartwright,1
800,2020-04-09 02:11:25,,deedeeknows ⭐️⭐️⭐️,0
801,2020-04-09 02:11:25,,Margaret Woods the un-hyphenated American,0
802,2020-04-09 02:11:25,,Victor Nyaga 🇰🇪,0
803,2020-04-09 02:11:25,University of Oklahoma,Kermyt Anderson,0
804,2020-04-09 02:11:25,"Warkworth, Ontario",Kim English,1
805,2020-04-09 02:11:25,"Warkworth, Ontario",Kim English,1
806,2020-04-09 02:11:25,"Warkworth, Ontario",Kim English,1
